,0
1469,Aulnois
1470,Aulnois-en-Perthois
1471,Aulnois-sous-Laon
1472,Aulnois-sur-Seille
1473,Aulnoy
1474,Aulnoy-lez-Valenciennes
1475,Aulnoy-sur-Aube
1476,Aulnoye-Aymeries
1477,Aulon
1478,Aulon
1479,Aulon
1480,Aulos-Sinsat
1481,Ault
1482,Aulus-les-Bains
1483,Aulx-lès-Cromary
1484,Aumagne
1485,Aumale
1486,Aumâtre
1487,Aumelas
1488,Auménancourt
1489,Aumerval
1490,Aumes
1491,Aumessas
1492,Aumetz
1493,Aumeville-Lestre
1494,Aumont
1495,Aumont
1496,Aumont-en-Halatte
1497,Aumur
1498,Aunac-sur-Charente
1499,Aunat
1500,Aunay-en-Bazois
1501,Aunay-les-Bois
1502,Aunay-sous-Auneau
1503,Aunay-sous-Crécy
1504,Auneau-Bleury-Saint-Symphorien
1505,Auneuil
1506,Aunou-le-Faucon
1507,Aunou-sur-Orne
1508,Auppegard
1509,Aups
1510,Auradé
1511,Auradou
1512,Auragne
1513,Auray
1514,Aure
1515,Aure
1516,Aurec-sur-Loire
1517,Aureil
1518,Aureilhan
1519,Aureilhan
1520,Aureille
1521,Aurel
1522,Aurel
1523,Aurensan
1524,Aurensan
1525,Aureville
1526,Auriac
1527,Auriac
1528,Auriac
1529,Auriac-du-Périgord
1530,Auriac-l'Église
1531,Auriac-Lagast
1532,Auriac-sur-Dropt
1533,Auriac-sur-Vendinelle
1534,Auriat
1535,Auribail
1536,Auribeau
1537,Auribeau-sur-Siagne
1538,Aurice
1539,Auriébat
1540,Aurières
1541,Aurignac
1542,Aurillac
1543,Aurimont
1544,Aurin
1545,Auriol
1546,Auriolles
1547,Aurions-Idernes
1548,Auris
1549,Aurons
1550,Auros
1551,Aurouër
1552,Auroux
1553,Aurseulles
1554,Aussac
1555,Aussac-Vadalle
1556,Ausseing
1557,Aussevielle
1558,Aussillon
1559,Aussois
1560,Ausson
1561,Aussonce
1562,Aussonne
1563,Aussos
1564,Aussurucq
1565,Autainville
1566,Autechaux
1567,Autechaux-Roide
1568,Auterive
1569,Auterive
1570,Auterive
1571,Auterrive
1572,Autet
1573,Auteuil
1574,Auteuil
1575,Autevielle-Saint-Martin-Bideren
1576,Authe
1577,Autheuil-Authouillet
1578,Autheuil-en-Valois
1579,Autheux
1580,Authevernes
1581,Authezat
1582,Authie
1583,Authie
1584,Authieule
1585,Authieux-Ratiéville
1586,Authiou
1587,Authoison
1588,Authon
1589,Authon
1590,Authon-du-Perche
1591,Authon-Ébéon
1592,Authon-la-Plaine
1593,Authou
1594,Authuille
1595,Authume
1596,Authumes
1597,Autichamp
1598,Autignac
1599,Autigny
1600,Autigny-la-Tour
1601,Autigny-le-Grand
1602,Autigny-le-Petit
1603,Autingues
1604,Autoire
1605,Autoreille
1606,Autouillet
1607,Autrac
1608,Autrans-Méaudre
1609,Autrèche
1610,Autrechêne
1611,Autrêches
1612,Autrecourt-et-Pourron
1613,Autrécourt-sur-Aire
1614,Autremencourt
1615,Autrepierre
1616,Autreppes
1617,Autreville
1618,Autreville
1619,Autréville-Saint-Lambert
1620,Autreville-sur-la-Renne
1621,Autreville-sur-Moselle
1622,Autrey
1623,Autrey
1624,Autrey-le-Vay
1625,Autrey-lès-Cerre
1626,Autrey-lès-Gray
1627,Autricourt
1628,Autruche
1629,Autruy-sur-Juine
1630,Autry
1631,Autry-Issards
1632,Autry-le-Châtel
1633,Autun
1634,Auty
1635,Auvare
1636,Auve
1637,Auvernaux
1638,Auvers
1639,Auvers
1640,Auvers-le-Hamon
1641,Auvers-Saint-Georges
1642,Auvers-sous-Montfaucon
1643,Auvers-sur-Oise
1644,Auvet-et-la-Chapelotte
1645,Auvillar
1646,Auvillars
1647,Auvillars-sur-Saône
1648,Auvillers-les-Forges
1649,Auvilliers
1650,Auvilliers-en-Gâtinais
1651,Aux
1652,Aux-Aussat
1653,Auxais
1654,Auxange
1655,Auxant
1656,Auxelles-Bas
1657,Auxelles-Haut
1658,Auxerre
1659,Auxey-Duresses
1660,Auxi-le-Château
1661,Auxon
1662,Auxon
1663,Auxonne
1664,Auxy
1665,Auxy
1666,Auzainvilliers
1667,Auzances
1668,Auzas
1669,Auzat
1670,Auzat-la-Combelle
1671,Auzebosc
1672,Auzelles
1673,Auzers
1674,Auzet
1675,Auzeville-Tolosane
1676,Auzielle
1677,Auzits
1678,Auzon
1679,Auzouer-en-Touraine
1680,Auzouville-l'Esneval
1681,Auzouville-sur-Ry
1682,Auzouville-sur-Saâne
1683,Availles-en-Châtellerault
1684,Availles-Limouzine
1685,Availles-sur-Seiche
1686,Availles-Thouarsais
1687,Avajan
1688,Avallon
1689,Avançon
1690,Avançon
1691,Avanne-Aveney
1692,Avant-lès-Marcilly
1693,Avant-lès-Ramerupt
1694,Avanton
1695,Avapessa
1696,Avaray
1697,Avaux
1698,Aveize
1699,Aveizieux
1700,Avelanges
1701,Avelesges
1702,Avelin
1703,Aveluy
1704,Avenay
1705,Avenay-Val-d'Or
1706,Avène
1707,Avensac
1708,Avensan
1709,Aventignan
1710,Averan
1711,Averdoingt
1712,Averdon
1713,Avermes
1714,Avernes
1715,Avernes-Saint-Gourgon
1716,Avéron-Bergelle
1717,Averton
1718,Avesnelles
1719,Avesnes
1720,Avesnes-Chaussoy
1721,Avesnes-en-Bray
1722,Avesnes-en-Saosnois
1723,Avesnes-en-Val
1724,Avesnes-le-Comte
1725,Avesnes-le-Sec
1726,Avesnes-les-Aubert
1727,Avesnes-lès-Bapaume
1728,Avesnes-sur-Helpe
1729,Avessac
1730,Avessé
1731,Aveux
1732,Avezac-Prat-Lahitte
1733,Avezan
1734,Avèze
1735,Avèze
1736,Avezé
1737,Avignon
1738,Avignon-lès-Saint-Claude
1739,Avignonet
1740,Avignonet-Lauragais
1741,Avillers
1742,Avillers
1743,Avillers-Sainte-Croix
1744,Avilley
1745,Avilly-Saint-Léonard
1746,Avion
1747,Avioth
1748,Avirey-Lingey
1749,Aviron
1750,Avize
1751,Avocourt
1752,Avoine
1753,Avoine
1754,Avoise
1755,Avolsheim
1756,Avon
1757,Avon
1758,Avon-la-Pèze
1759,Avon-les-Roches
1760,Avondance
1761,Avord
1762,Avosnes
1763,Avot
1764,Avoudrey
1765,Avrainville
1766,Avrainville
1767,Avrainville
1768,Avranches
1769,Avranville
1770,Avrechy
1771,Avrecourt
1772,Avrée
1773,Avremesnil
1774,Avressieux
1775,Avreuil
1776,Avricourt
1777,Avricourt
1778,Avricourt
1779,Avrieux
1780,Avrigney-Virey
1781,Avrigny
1782,Avril
1783,Avril-sur-Loire
1784,Avrillé
1785,Avrillé
1786,Avrillé-les-Ponceaux
1787,Avrilly
1788,Avrilly
1789,Avroult
1790,Avy
1791,Awala-Yalimapo
1792,Awoingt
1793,Ax-les-Thermes
1794,Axat
1795,Axiat
1796,Aÿ-Champagne
1797,Ay-sur-Moselle
1798,Ayat-sur-Sioule
1799,Aydat
1800,Aydie
1801,Aydius
1802,Aydoilles
1803,Ayen
1804,Ayencourt
1805,Ayette
1806,Ayguatébia-Talau
1807,Ayguemorte-les-Graves
1808,Ayguesvives
1809,Ayguetinte
1810,Ayherre
1811,Ayn
1812,Aynac
1813,Ayrens
1814,Ayron
1815,Ayros-Arbouix
1816,Ayse
1817,Ayssènes
1818,Aytré
1819,Ayzac-Ost
1820,Ayzieu
1821,Azannes-et-Soumazannes
1822,Azas
1823,Azat-Châtenet
1824,Azat-le-Ris
1825,Azay-le-Brûlé
1826,Azay-le-Ferron
1827,Azay-le-Rideau
1828,Azay-sur-Cher
1829,Azay-sur-Indre
1830,Azay-sur-Thouet
1831,Azé
1832,Azé
1833,Azelot
1834,Azerables
1835,Azerailles
1836,Azerat
1837,Azérat
1838,Azereix
1839,Azet
1840,Azeville
1841,Azillanet
1842,Azille
1843,Azilone-Ampaza
1844,Azincourt
1845,Azolette
1846,Azoudange
1847,Azur
1848,Azy
1849,Azy-le-Vif
1850,Azy-sur-Marne
1851,Azzana
1852,Baâlon
1853,Baâlons
1854,Babeau-Bouldoux
1855,Baby
1856,Babœuf
1857,Baccarat
1858,Baccon
1859,Bach
1860,Bachant
1861,Bachas
1862,Bachos
1863,Bachy
1864,Bacilly
1865,Baconnes
1866,Bacouël
1867,Bacouel-sur-Selle
1868,Bacourt
1869,Bacquepuis
1870,Bacqueville
1871,Bacqueville-en-Caux
1872,Badailhac
1873,Badaroux
1874,Badecon-le-Pin
1875,Badefols-d'Ans
1876,Badefols-sur-Dordogne
1877,Baden
1878,Badens
1879,Badevel
1880,Badménil-aux-Bois
1881,Badonviller
1882,Badonvilliers-Gérauvilliers
1883,Baerendorf
1884,Baerenthal
1885,Baffie
1886,Bagard
1887,Bagas
1888,Bâgé-Dommartin
1889,Bâgé-le-Châtel
1890,Bagert
1891,Bages
1892,Bages
1893,Bagiry
1894,Bagnac-sur-Célé
1895,Bagneaux
1896,Bagneaux-sur-Loing
1897,Bagnères-de-Bigorre
1898,Bagnères-de-Luchon
1899,Bagneux
1900,Bagneux
1901,Bagneux
1902,Bagneux
1903,Bagneux
1904,Bagneux
1905,Bagneux-la-Fosse
1906,Bagnizeau
1907,Bagnoles
1908,Bagnoles
1909,Bagnolet
1910,Bagnols
1911,Bagnols
1912,Bagnols-en-Forêt
1913,Bagnols-sur-Cèze
1914,Bagnot
1915,Baguer-Morvan
1916,Baguer-Pican
1917,Baho
1918,Bahus-Soubiran
1919,Baie-Mahault
1920,Baigneaux
1921,Baigneaux
1922,Baignes
1923,Baignes-Sainte-Radegonde
1924,Baigneux-les-Juifs
1925,Baigts
1926,Baigts-de-Béarn
1927,Baillargues
1928,Bailleau-Armenonville
1929,Bailleau-l'Évêque
1930,Bailleau-le-Pin
1931,Baillestavy
1932,Baillet-en-France
1933,Bailleul
1934,Bailleul
1935,Bailleul
1936,Bailleul-aux-Cornailles
1937,Bailleul-la-Vallée
1938,Bailleul-le-Soc
1939,Bailleul-lès-Pernes
1940,Bailleul-Neuville
1941,Bailleul-Sir-Berthoult
1942,Bailleul-sur-Thérain
1943,Bailleulmont
1944,Bailleulval
1945,Bailleval
1946,Baillif
1947,Baillolet
1948,Baillou
1949,Bailly
1950,Bailly
1951,Bailly-aux-Forges
1952,Bailly-en-Rivière
1953,Bailly-le-Franc
1954,Bailly-Romainvilliers
1955,Bain-de-Bretagne
1956,Baincthun
1957,Bainghen
1958,Bains
1959,Bains-sur-Oust
1960,Bainville-aux-Miroirs
1961,Bainville-aux-Saules
1962,Bainville-sur-Madon
1963,Bairols
1964,Bairon
1965,Bais
1966,Bais
1967,Baisieux
1968,Baissey
1969,Baives
1970,Baix
1971,Baixas
1972,Baizieux
1973,Bajamont
1974,Bajonnette
1975,Bajus
1976,Balacet
1977,Baladou
1978,Balagny-sur-Thérain
1979,Balaguères
1980,Balaguier-d'Olt
1981,Balaguier-sur-Rance
1982,Balaiseaux
1983,Balan
1984,Balan
1985,Balanod
1986,Balansun
1987,Balanzac
1988,Balaruc-le-Vieux
1989,Balaruc-les-Bains
1990,Balâtre
1991,Balazé
1992,Balazuc
1993,Balbigny
1994,Balbronn
1995,Baldenheim
1996,Baldersheim
1997,Baleix
1998,Balesta
1999,Baleyssagues
2000,Balgau
2001,Balham
2002,Balignac
2003,Balignicourt
2004,Bâlines
2005,Balinghem
2006,Baliracq-Maumusson
2007,Baliros
2008,Balizac
2009,Ballainvilliers
2010,Ballaison
2011,Ballan-Miré
2012,Ballancourt-sur-Essonne
2013,Ballans
2014,Ballay
2015,Balledent
2016,Balleroy-sur-Drôme
2017,Ballersdorf
2018,Balléville
2019,Ballon
2020,Ballon-Saint
2021,Ballons
2022,Ballore
2023,Ballots
2024,Balloy
2025,Balma
2026,Balnot-la-Grange
2027,Balnot-sur-Laignes
2028,Balogna
2029,Balot
2030,Balschwiller
2031,Balsièges
2032,Baltzenheim
2033,Balzac
2034,Bambecque
2035,Bambiderstroff
2036,Ban-de-Laveline
2037,Ban-de-Sapt
2038,Ban-sur-Meurthe-Clefcy
2039,Banassac-Canilhac
2040,Banca
2041,Bancigny
2042,Bancourt
2043,Bandol
2044,Bandraboua
2045,Bandrele
2046,Baneins
2047,Baneuil
2048,Bangor
2049,Banios
2050,Banize
2051,Bannalec
2052,Bannans
2053,Bannay
2054,Bannay
2055,Bannay
2056,Banne
2057,Bannegon
2058,Bannes
2059,Bannes
2060,Bannes
2061,Bannes
2062,Banneville-la-Campagne
2063,Bannières
2064,Bannoncourt
2065,Bannost-Villegagnon
2066,Banogne-Recouvrance
2067,Banon
2068,Banos
2069,Bans
2070,Bansat
2071,Bantanges
2072,Banteux
2073,Banthelu
2074,Bantheville
2075,Bantigny
2076,Bantouzelle
2077,Bantzenheim
2078,Banvillars
2079,Banville
2080,Banvou
2081,Banyuls-dels-Aspres
2082,Banyuls-sur-Mer
2083,Baon
2084,Baons-le-Comte
2085,Bapaume
2086,Bar
2087,Bar-le-Duc
2088,Bar-lès-Buzancy
2089,Bar-sur-Aube
2090,Bar-sur-Seine
2091,Baracé
2092,Baraigne
2093,Baraize
2094,Baralle
2095,Baraqueville
2096,Barastre
2097,Baratier
2098,Barbachen
2099,Barbaggio
2100,Barbaira
2101,Barbaise
2102,Barbas
2103,Barbaste
2104,Barbâtre
2105,Barbazan
2106,Barbazan-Debat
2107,Barbazan-Dessus
2108,Barbentane
2109,Barberaz
2110,Barberey-Saint-Sulpice
2111,Barberier
2112,Barbery
2113,Barbery
2114,Barbeville
2115,Barbey
2116,Barbey-Seroux
2117,Barbezières
2118,Barbezieux-Saint-Hilaire
2119,Barbières
2120,Barbirey-sur-Ouche
2121,Barbizon
2122,Barbonne-Fayel
2123,Barbonville
2124,Barbuise
2125,Barby
2126,Barby
2127,Barc
2128,Barcelonne
2129,Barcelonne-du-Gers
2130,Barcelonnette
2131,Barchain
2132,Barcillonnette
2133,Barcugnan
2134,Barcus
2135,Barcy
2136,Bard
2137,Bard-le-Régulier
2138,Bard-lès-Époisses
2139,Bard-lès-Pesmes
2140,Bardenac
2141,Bardigues
2142,Bardos
2143,Bardou
2144,Bardouville
2145,Barèges
2146,Bareilles
2147,Barembach
2148,Baren
2149,Barentin
2150,Barenton
2151,Barenton-Bugny
2152,Barenton-Cel
2153,Barenton-sur-Serre
2154,Barésia-sur-l'Ain
2155,Barfleur
2156,Bargème
2157,Bargemon
2158,Barges
2159,Barges
2160,Barges
2161,Bargny
2162,Barguelonne-en-Quercy
2163,Barie
2164,Barinque
2165,Barisey-au-Plain
2166,Barisey-la-Côte
2167,Barisis-aux-Bois
2168,Barizey
2169,Barjac
2170,Barjac
2171,Barjac
2172,Barjols
2173,Barjon
2174,Barjouville
2175,Barles
2176,Barlest
2177,Barleux
2178,Barlieu
2179,Barlin
2180,Barly
2181,Barly
2182,Barmainville
2183,Barnas
2184,Barnave
2185,Barnay
2186,Barneville-Carteret
2187,Barneville-la-Bertran
2188,Barneville-sur-Seine
2189,Baromesnil
2190,Baron
2191,Baron
2192,Baron
2193,Baron
2194,Baron-sur-Odon
2195,Baronville
2196,Barou-en-Auge
2197,Baroville
2198,Barquet
2199,Barr
2200,Barrais-Bussolles
2201,Barran
2202,Barrancoueu
2203,Barras
2204,Barraute-Camu
2205,Barraux
2206,Barre
2207,Barre-des-Cévennes
2208,Barrême
2209,Barret
2210,Barret-de-Lioure
2211,Barret-sur-Méouge
2212,Barretaine
2213,Barrettali
2214,Barriac-les-Bosquets
2215,Barro
2216,Barrou
2217,Barry
2218,Barry-d'Islemade
2219,Bars
2220,Bars
2221,Barsac
2222,Barsac
2223,Barst
2224,Bart
2225,Bartenheim
2226,Barthe
2227,Bartherans
2228,Bartrès
2229,Barville
2230,Barville
2231,Barville
2232,Barville-en-Gâtinais
2233,Barzan
2234,Barzun
2235,Barzy-en-Thiérache
2236,Barzy-sur-Marne
2237,Bas-en-Basset
2238,Bas-et-Lezat
2239,Bas-Lieu
2240,Bas-Mauco
2241,Bascons
2242,Bascous
2243,Baslieux
2244,Baslieux-lès-Fismes
2245,Baslieux-sous-Châtillon
2246,Basly
2247,Bassac
2248,Bassan
2249,Bassanne
2250,Basse-Goulaine
2251,Basse-Ham
2252,Basse-Pointe
2253,Basse-Rentgen
2254,Basse-sur-le-Rupt
2255,Basse-Terre
2256,Bassemberg
2257,Basseneville
2258,Bassens
2259,Bassens
2260,Bassercles
2261,Basses
2262,Basseux
2263,Bassevelle
2264,Bassignac
2265,Bassignac-le-Bas
2266,Bassignac-le-Haut
2267,Bassigney
2268,Bassillac
2269,Bassillon-Vauzé
2270,Bassing
2271,Bassoles-Aulers
2272,Bassoncourt
2273,Bassou
2274,Bassoues
2275,Bassu
2276,Bassuet
2277,Bassurels
2278,Bassussarry
2279,Bassy
2280,Bastanès
2281,Bastelica
2282,Bastelicaccia
2283,Bastennes
2284,Bastia
2285,Basville
2286,Bathelémont
2287,Bathernay
2288,Batilly
2289,Batilly-en-Gâtinais
2290,Batilly-en-Puisaye
2291,Bats
2292,Batsère
2293,Battenans-les-Mines
2294,Battenans-Varin
2295,Battenheim
2296,Battexey
2297,Battigny
2298,Battrans
2299,Batz-sur-Mer
2300,Batzendorf
2301,Baubigny
2302,Baubigny
2303,Baud
2304,Baudement
2305,Baudemont
2306,Baudignan
2307,Baudinard-sur-Verdon
2308,Baudoncourt
2309,Baudonvilliers
2310,Baudre
2311,Baudrecourt
2312,Baudrecourt
2313,Baudreix
2314,Baudrémont
2315,Baudres
2316,Baudreville
2317,Baudricourt
2318,Baudrières
2319,Bauduen
2320,Baugé-en-Anjou
2321,Baugy
2322,Baugy
2323,Baugy
2324,Baulay
2325,Baule
2326,Baulme-la-Roche
2327,Baulne
2328,Baulny
2329,Baulon
2330,Baulou
2331,Baume-les-Dames
2332,Baume-les-Messieurs
2333,Baupte
2334,Baurech
2335,Bauvin
2336,Bauzemont
2337,Bauzy
2338,Bavans
2339,Bavay
2340,Bavelincourt
2341,Bavent
2342,Baverans
2343,Bavilliers
2344,Bavinchove
2345,Bavincourt
2346,Bax
2347,Bay
2348,Bay-sur-Aube
2349,Bayac
2350,Bayard-sur-Marne
2351,Bayas
2352,Baye
2353,Baye
2354,Bayecourt
2355,Bayel
2356,Bayencourt
2357,Bayenghem-lès-Éperlecques
2358,Bayenghem-lès-Seninghem
2359,Bayet
2360,Bayeux
2361,Bayon
2362,Bayon-sur-Gironde
2363,Bayonne
2364,Bayons
2365,Bayonville
2366,Bayonville-sur-Mad
2367,Bayonvillers
2368,Bazac
2369,Bazaiges
2370,Bazailles
2371,Bazainville
2372,Bazancourt
2373,Bazancourt
2374,Bazarnes
2375,Bazas
2376,Bazauges
2377,Bazegney
2378,Bazeilles
2379,Bazeilles-sur-Othain
2380,Bazelat
2381,Bazemont
2382,Bazens
2383,Bazentin
2384,Bazenville
2385,Bazet
2386,Bazian
2387,Bazicourt
2388,Baziège
2389,Bazien
2390,Bazillac
2391,Bazincourt-sur-Epte
2392,Bazincourt-sur-Saulx
2393,Bazinghen
2394,Bazinval
2395,Bazoches
2396,Bazoches-au-Houlme
2397,Bazoches-en-Dunois
2398,Bazoches-et-Saint-Thibaut
2399,Bazoches-lès-Bray
2400,Bazoches-les-Gallerandes
2401,Bazoches-les-Hautes
2402,Bazoches-sur-Guyonne
2403,Bazoches-sur-Hoëne
2404,Bazoches-sur-le-Betz
2405,Bazoges-en-Paillers
2406,Bazoges-en-Pareds
2407,Bazoilles-et-Ménil
2408,Bazoilles-sur-Meuse
2409,Bazolles
2410,Bazoncourt
2411,Bazoques
2412,Bazordan
2413,Bazougers
2414,Bazouges
2415,Bazouges-la-Pérouse
2416,Bazuel
2417,Bazugues
2418,Bazus
2419,Bazus-Aure
2420,Bazus-Neste
2421,Béalcourt
2422,Béalencourt
2423,Béard
2424,Béard-Géovreissiat
2425,Beaubec-la-Rosière
2426,Beaubery
2427,Beaubray
2428,Beaucaire
2429,Beaucaire
2430,Beaucamps-le-Jeune
2431,Beaucamps-le-Vieux
2432,Beaucamps-Ligny
2433,Beaucé
2434,Beauce
2435,Beaucens
2436,Beauchalot
2437,Beauchamp
2438,Beauchamps
2439,Beauchamps
2440,Beauchamps-sur-Huillard
2441,Beauchastel
2442,Beauche
2443,Beauchemin
2444,Beauchêne
2445,Beauchery-Saint-Martin
2446,Beauclair
2447,Beaucoudray
2448,Beaucourt
2449,Beaucourt-en-Santerre
2450,Beaucourt-sur-l'Ancre
2451,Beaucourt-sur-l'Hallue
2452,Beaucouzé
2453,Beaucroissant
2454,Beaudéan
2455,Beaudéduit
2456,Beaudignies
2457,Beaudricourt
2458,Beaufai
2459,Beaufay
2460,Beauficel
2461,Beauficel-en-Lyons
2462,Beaufin
2463,Beaufort
2464,Beaufort
2465,Beaufort
2466,Beaufort
2467,Beaufort
2468,Beaufort-Blavincourt
2469,Beaufort-en-Anjou
2470,Beaufort-en-Argonne
2471,Beaufort-en-Santerre
2472,Beaufort-Orbagna
2473,Beaufort-sur-Gervanne
2474,Beaufou
2475,Beaufour-Druval
2476,Beaufremont
2477,Beaugas
2478,Beaugeay
2479,Beaugency
2480,Beaugies-sous-Bois
2481,Beaujeu
2482,Beaujeu
2483,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur
2484,Beaulencourt
2485,Beaulieu
2486,Beaulieu
2487,Beaulieu
2488,Beaulieu
2489,Beaulieu
2490,Beaulieu
2491,Beaulieu
2492,Beaulieu
2493,Beaulieu
2494,Beaulieu
2495,Beaulieu-en-Argonne
2496,Beaulieu-les-Fontaines
2497,Beaulieu-lès-Loches
2498,Beaulieu-sous-la-Roche
2499,Beaulieu-sous-Parthenay
2500,Beaulieu-sur-Dordogne
2501,Beaulieu-sur-Layon
2502,Beaulieu-sur-Loire
2503,Beaulieu-sur-Mer
2504,Beaulieu-sur-Oudon
2505,Beaulieu-sur-Sonnette
2506,Beaulon
2507,Beaumais
2508,Beaumarchés
2509,Beaumé
2510,Beauménil
2511,Beaumerie-Saint-Martin
2512,Beaumes-de-Venise
2513,Beaumesnil
2514,Beaumettes
2515,Beaumetz
2516,Beaumetz-lès-Aire
2517,Beaumetz-lès-Cambrai
2518,Beaumetz-lès-Loges
2519,Beaumont
2520,Beaumont
2521,Beaumont
2522,Beaumont
2523,Beaumont
2524,Beaumont
2525,Beaumont
2526,Beaumont
2527,Beaumont
2528,Beaumont-de-Lomagne
2529,Beaumont-de-Pertuis
2530,Beaumont-du-Gâtinais
2531,Beaumont-du-Lac
2532,Beaumont-du-Ventoux
2533,Beaumont-en-Argonne
2534,Beaumont-en-Auge
2535,Beaumont-en-Beine
2536,Beaumont-en-Cambrésis
2537,Beaumont-en-Diois
2538,Beaumont-en-Verdunois
2539,Beaumont-en-Véron
2540,Beaumont-Hamel
2541,Beaumont-la-Ferrière
2542,Beaumont-le-Hareng
2543,Beaumont-le-Roger
2544,Beaumont-les-Autels
2545,Beaumont-lès-Randan
2546,Beaumont-lès-Valence
2547,Beaumont-Louestault
2548,Beaumont-Monteux
2549,Beaumont-Pied-de-Bœuf
2550,Beaumont-Pied-de-Bœuf
2551,Beaumont-Sardolles
2552,Beaumont-sur-Dême
2553,Beaumont-sur-Grosne
2554,Beaumont-sur-Lèze
2555,Beaumont-sur-Oise
2556,Beaumont-sur-Sarthe
2557,Beaumont-sur-Vesle
2558,Beaumont-sur-Vingeanne
2559,Beaumont-Village
2560,Beaumontel
2561,Beaumontois
2562,Beaumotte-Aubertans
2563,Beaumotte-lès-Pin
2564,Beaunay
2565,Beaune
2566,Beaune-d'Allier
2567,Beaune-la-Rolande
2568,Beaune-sur-Arzon
2569,Beaunotte
2570,Beaupont
2571,Beaupouyet
2572,Beaupréau-en-Mauges
2573,Beaupuy
2574,Beaupuy
2575,Beaupuy
2576,Beaupuy
2577,Beauquesne
2578,Beaurain
2579,Beaurains
2580,Beaurains-lès-Noyon
2581,Beaurainville
2582,Beaurecueil
2583,Beauregard
2584,Beauregard
2585,Beauregard-Baret
2586,Beauregard-de-Terrasson
2587,Beauregard-et-Bassac
2588,Beauregard-l'Évêque
2589,Beauregard-Vendon
2590,Beaurepaire
2591,Beaurepaire
2592,Beaurepaire
2593,Beaurepaire
2594,Beaurepaire-en-Bresse
2595,Beaurepaire-sur-Sambre
2596,Beaurevoir
2597,Beaurières
2598,Beaurieux
2599,Beaurieux
2600,Beauronne
2601,Beausemblant
2602,Beausite
2603,Beausoleil
2604,Beaussais-sur-Mer
2605,Beaussais-Vitré
2606,Beaussault
2607,Beauteville
2608,Beautheil-Saints
2609,Beautiran
2610,Beautor
2611,Beautot
2612,Beauvain
2613,Beauvais
2614,Beauvais-sur-Matha
2615,Beauvais-sur-Tescou
2616,Beauval
2617,Beauval-en-Caux
2618,Beauvallon
2619,Beauvallon
2620,Beauvène
2621,Beauvernois
2622,Beauvezer
2623,Beauville
2624,Beauville
2625,Beauvilliers
2626,Beauvilliers
2627,Beauvoir
2628,Beauvoir
2629,Beauvoir
2630,Beauvoir
2631,Beauvoir-de-Marc
2632,Beauvoir-en-Lyons
2633,Beauvoir-en-Royans
2634,Beauvoir-sur-Mer
2635,Beauvoir-sur-Niort
2636,Beauvoir-Wavans
2637,Beauvois
2638,Beauvois-en-Cambrésis
2639,Beauvois-en-Vermandois
2640,Beauvoisin
2641,Beauvoisin
2642,Beaux
2643,Beauzac
2644,Beauzelle
2645,Beauziac
2646,Bébing
2647,Beblenheim
2648,Bec-de-Mortagne
2649,Beccas
2650,Béceleuf
2651,Béchamps
2652,Bécherel
2653,Bécheresse
2654,Béchy
2655,Bécon-les-Granits
2656,Bécordel-Bécourt
2657,Bécourt
2658,Becquigny
2659,Becquigny
2660,Bédarieux
2661,Bédarrides
2662,Beddes
2663,Bédéchan
2664,Bédée
2665,Bédeilhac-et-Aynat
2666,Bédeille
2667,Bédeille
2668,Bedenac
2669,Bédoin
2670,Bédouès-Cocurès
2671,Bedous
2672,Béduer
2673,Beffes
2674,Beffia
2675,Beffu-et-le-Morthomme
2676,Bégaar
2677,Bégadan
2678,Béganne
2679,Bégard
2680,Bègles
2681,Begnécourt
2682,Bégole
2683,Bégrolles-en-Mauges
2684,Bègues
2685,Béguey
2686,Béguios
2687,Béhagnies
2688,Béhasque-Lapiste
2689,Béhen
2690,Béhencourt
2691,Béhéricourt
2692,Behonne
2693,Béhorléguy
2694,Béhoust
2695,Behren-lès-Forbach
2696,Béhuard
2697,Beignon
2698,Beillé
2699,Beine
2700,Beine-Nauroy
2701,Beinheim
2702,Beire-le-Châtel
2703,Beire-le-Fort
2704,Beissat
2705,Bel-Air-Val-d'Ance
2706,Bélâbre
2707,Belan-sur-Ource
2708,Bélarga
2709,Bélaye
2710,Belberaud
2711,Belbeuf
2712,Belbèze-de-Lauragais
2713,Belbèze-en-Comminges
2714,Belbèze-en-Lomagne
2715,Belcaire
2716,Belcastel
2717,Belcastel
2718,Belcastel-et-Buc
2719,Belcodène
2720,Bélesta
2721,Bélesta
2722,Bélesta-en-Lauragais
2723,Beleymas
2724,Belfahy
2725,Belfays
2726,Belflou
2727,Belfonds
2728,Belforêt-en-Perche
2729,Belfort
2730,Belfort-du-Quercy
2731,Belfort-sur-Rebenty
2732,Belgeard
2733,Belgentier
2734,Belgodère
2735,Belhade
2736,Belhomert-Guéhouville
2737,Béligneux
2738,Belin-Béliet
2739,Bélis
2740,Bellac
2741,Bellaffaire
2742,Bellaing
2743,Bellancourt
2744,Bellange
2745,Bellavilliers
2746,Belle
2747,Belle-Église
2748,Belle-et-Houllefort
2749,Belle-Isle-en-Terre
2750,Belleau
2751,Belleau
2752,Bellebat
2753,Bellebrune
2754,Bellechassagne
2755,Bellechaume
2756,Bellecombe
2757,Bellecombe-en-Bauges
2758,Bellecombe-Tarendol
2759,Bellefond
2760,Bellefond
2761,Bellefonds
